time_s,original_id,point_row,u_px,v_px,normal_u,normal_v,normal_residual_px
64.075179,138,130,297.914026178244,191.663419325947,0.99990489685871,0.0137912014695473,-0.23717885662549
64.125179,138,130,298.305914898985,191.76421605128,0.999898000282317,0.0142824728749264,-0.0144314597325425
64.175179,138,130,298.397287701439,191.901850163488,0.999907091114921,0.0136311825641665,-0.0931624937138776
64.225179,138,130,298.735175744389,191.768227279449,0.999895370446573,0.0144654125247048,0.0688279394160106
64.325179,138,130,298.939790758563,192.112853174476,0.999400849274206,0.0346113055228421,-0.0707378869674196
64.775179,138,130,300.618009029114,191.213479561582,0.541791873096081,-0.840512680598598,0.386690745971814
65.525179,138,130,303.701827887613,190.786291854915,0.997121540788123,-0.0758197394899261,-0.05498112292053
65.575179,138,130,304.087853955624,190.6240201415,0.997121540788123,-0.0758197394899261,0.120312758966575
65.775179,138,130,304.718262302562,190.025706742589,0.996698910152646,-0.0811867138177592,-0.103888119426627
63.275179,139,131,433.040542928083,231.0151695482,-0.998000097222773,-0.0632123875781919,-1.07683286825428
63.375179,139,131,431.905770274135,230.697345354059,-0.999623718863845,-0.0274302877275563,-0.303350276876764
63.425179,139,131,431.491971770767,230.445968831724,-0.999535447150178,-0.0304776949636072,-0.0555081017662392
63.475179,139,131,431.222056441045,230.260028089773,-0.999696134685341,-0.0246503203871463,0.0354212652800562
63.625179,139,131,430.701226752524,230.094227571984,-0.998000097222773,-0.0632123875781919,0.0669157552687204
63.675179,139,131,430.536608568805,230.236103472999,-0.999482139331718,-0.0321784579632522,0.00395682529665011
63.725179,139,131,430.258237543144,230.467627328753,-0.999919657036804,-0.0126759406515334,0.0733601820425344
64.025179,139,131,428.777777245199,230.473078186077,-0.999999521566778,0.000978195387520901,0.403237411195648
64.075179,139,131,428.777668127978,230.814212728491,-0.999973007278515,-0.00734742909882907,0.21051438944628
64.275179,139,131,427.901726126942,230.962439387564,-0.999976395436252,-0.00687084931583773,0.288470123200853
64.325179,139,131,427.767630995666,230.724906859896,-0.999976395436252,-0.00687084931583773,0.221302754757725
64.525179,139,131,427.01210355865,231.020259230351,-0.999967983595704,-0.00800198622483002,0.148507825131679
64.575179,139,131,426.695963256665,230.828914360438,-0.999999811975387,-0.000613228497640535,0.256333994747666
64.625179,139,131,426.671741632581,230.920045261919,-0.999987916283208,-0.00491602355234699,0.0684907811247355
64.775179,139,131,425.914024594353,230.984081609704,-0.999997361721138,-0.00229707439245704,0.183873329075386
64.825179,139,131,425.687144769695,230.77261950286,-0.999999014377864,-0.00140400972244726,0.19435823918866
64.875179,139,131,425.623634678333,230.889336501296,-0.999995957728026,-0.00284333037271513,0.0390372523949306
65.025179,139,131,424.747049334213,230.816782458653,-0.999987386285141,0.00502267564273743,0.254429674373945
65.075179,139,131,424.496053905839,230.578061296935,-0.999987386285141,0.00502267564273743,0.280627702459677
65.275179,139,131,423.722396022828,230.609996752682,-0.999860664819205,-0.0166928411990981,0.144091997526768
65.325179,139,131,423.647328555688,230.633919744543,-0.999828794795212,-0.0185035428595362,-0.0121032425825135
65.475179,139,131,423.179071415655,230.501254264444,-0.999440396940809,-0.0334498574406361,-0.242058047710834
65.525179,139,131,422.738044841502,230.40880107688,-0.999935758850627,-0.0113348212081409,-0.0337711204314516
65.575179,139,131,422.659899951284,230.594239541937,-0.9997180141865,-0.0237464125922253,-0.197136610536959
65.675179,139,131,422.417232745644,230.541540966161,-0.998345228721232,-0.0575048197071446,-0.436769326175184
65.725179,139,131,421.991692896124,230.531127832154,-0.9997180141865,-0.0237464125922253,-0.245875830539799
65.775179,139,131,421.611695058911,230.460859811767,-0.999987803789462,0.00493885334151155,-0.102182215990302
65.875179,139,131,421.200159887685,230.572904366692,-0.999586865991106,-0.0287419090889874,-0.186091797455819
65.925179,139,131,420.850518159146,230.475839525498,-0.999914489582127,-0.0130772139125748,-0.0762317593524003
65.975179,139,131,420.525276725307,230.443792128984,-0.999991704132851,0.00407328681481525,0.00590208404979853
63.275179,140,132,357.924652132457,244.680353080522,0.999264225759267,-0.0383537106123184,-0.969776072080016
63.325179,140,132,358.440799883317,244.67882747354,0.999264225759267,-0.0383537106123184,-0.623438561361614
63.425179,140,132,359.130048499652,244.86065452999,0.999264225759267,-0.0383537106123184,-0.280768797461391
63.525179,140,132,359.72414673868,244.648024413586,0.999185257445958,-0.0403586583356706,-0.0189858577546736
63.575179,140,132,360.075084474305,244.581043826839,0.999071404085158,-0.0430851429069432,0.16367213811725
63.625179,140,132,359.885379185351,244.54803054663,0.99917071722135,-0.040717046152356,-0.193350777965334
63.675179,140,132,360.384570038933,244.70861721764,0.999001953548367,-0.0446665065406666,0.126995938700625
63.725179,140,132,360.746904036742,244.742060351514,0.998971932378637,-0.0453329716618303,0.317270514794039
63.775179,140,132,361.106422004449,244.524211980589,0.998911475479706,-0.0466461590589895,0.51591694990934
63.825179,140,132,361.248301054542,244.784989156283,0.998911475479706,-0.0466461590589895,0.475660495291879
63.875179,140,132,361.241164511967,244.663103666214,0.998911475479706,-0.0466461590589895,0.304414320769574
63.925179,140,132,361.193133583293,244.787330041249,0.998911475479706,-0.0466461590589895,0.0808577494239088
63.975179,140,132,361.108667053976,244.594760717152,0.998911475479706,-0.0466461590589895,-0.164292084672549
64.025179,140,132,361.565900978932,244.905012346694,0.997158459090267,-0.0753326454116964,0.0811991781603746
64.075179,140,132,361.856595367108,245.056155896082,0.997158459090267,-0.0753326454116964,0.189485772595638
64.125179,140,132,361.927041384638,244.856491274482,0.997158459090267,-0.0753326454116964,0.104614978216831
64.175179,140,132,362.211532315536,244.42083587663,0.997158459090267,-0.0753326454116964,0.251002071473037
64.225179,140,132,362.187937553545,244.36069102222,0.997158459090267,-0.0753326454116964,0.0619396412927819
64.325179,140,132,362.611586422252,244.536208667089,0.997158459090267,-0.0753326454116964,0.1312003196875
64.375179,140,132,362.751103382941,244.406371008666,0.997158459090267,-0.0753326454116964,0.110216366721535
64.425179,140,132,362.814089174811,244.548205141595,0.997158459090267,-0.0753326454116964,-0.00747591639482937
64.475179,140,132,362.982969602014,244.378545238867,0.997158459090267,-0.0753326454116964,0.00396787186683821
64.775179,140,132,364.136524682362,244.111539498451,0.99991970994494,-0.0126717663972938,0.194410874365336
64.825179,140,132,364.305255433293,243.699698527428,0.999855028015397,-0.0170271240181702,0.199872923542
64.875179,140,132,364.37431937428,243.379843329826,0.999831540702495,-0.0183545693622724,0.106887028822072
64.925179,140,132,364.409714455303,243.039406430017,0.999840166992037,-0.0178784918081656,-0.0191829152479832
64.975179,140,132,364.531714943038,242.526717004666,0.999766012697061,-0.0216314552404443,-0.0520546247427737
65.025179,140,132,364.567425947489,242.417498852967,0.999840166992037,-0.0178784918081656,-0.184953414677986
65.075179,140,132,364.712138085818,242.383930208411,0.994088581897616,-0.108572055984898,-0.117433852543588
65.125179,140,132,364.978570596117,242.147485984252,0.999785628117508,-0.0207050189490156,-0.0996880300886973
65.175179,140,132,365.176368933664,241.973742555256,0.999785628117508,-0.0207050189490156,-0.0651589366779433
65.225179,140,132,365.252649372646,241.463696457922,0.999680889307706,-0.0252610283431547,-0.136783343509103
65.275179,140,132,365.296797164998,241.416958999094,0.999993658374807,-0.00356134948709297,-0.297512193103037
65.475179,140,132,365.981092489305,240.890098682587,0.999990906966081,-0.00426450292006765,-0.271861448996842
63.325179,141,133,412.810660544998,225.049172805884,-0.999999808505422,0.000618861146601629,0.521407403128594
63.375179,141,133,412.770058814991,224.927065917668,-0.999999995374198,9.61852627563587e-05,0.434225009411446
63.725179,141,133,411.922459713875,225.053623732667,-0.999935650557441,-0.0113443705981381,0.372426972492308
63.775179,141,133,411.788846844305,225.247549804184,-0.999940989888226,-0.0108635510471584,0.362940372671576
64.025179,141,133,411.577267829168,225.789233193213,-0.990111699639905,0.140281225529928,-0.433135114408173
64.075179,141,133,411.577457691335,225.971978395833,-0.995843071433477,0.0910855481288812,-0.468822559328405
64.125179,141,133,411.285415986927,226.005803072364,-0.99802856209828,0.0627613673850397,-0.274469763586034
64.175179,141,133,411.023701390302,226.066530783597,-0.999347100455028,0.0361299434282419,-0.115662157165352
64.225179,141,133,410.894917372482,225.969268152396,-0.999706280631994,0.0242353556801981,-0.120615446316888
64.375179,141,133,410.726947252448,226.061810090041,-0.990111699639905,0.140281225529928,-0.577836837643842
64.425179,141,133,410.548905030202,226.197124695216,-0.994885361108872,0.101010485848096,-0.482573210862699
64.475179,141,133,410.167215758887,226.300000869156,-0.998638848610429,0.0521579336825911,-0.186714971850699
64.525179,141,133,409.783431269698,226.731506207724,-0.999669304223235,-0.0257154077127638,0.123642653589993
64.775179,141,133,408.75148722028,227.599442044854,-0.999997753752006,-0.00211954970253957,0.330906808057115
64.825179,141,133,408.667704717103,227.954115860917,-0.999999996636628,-8.20167335753578e-05,0.250748030324583
64.875179,141,133,408.818253433287,228.374638567718,-0.999999084209729,-0.00135335867530882,-0.0664107822499402
65.025179,141,133,408.443632865135,229.400342464857,-0.999999945937219,0.00032882451256375,-0.19249440396991
65.075179,141,133,408.107809622185,229.749984831385,-0.99999213124122,0.00396704621142081,-0.017607602740077
65.125179,141,133,407.823305760767,229.76194882395,-0.999986296878297,0.00523507933367115,0.0992207631371119
65.175179,141,133,407.754677922304,229.902547456559,-0.999989474957306,0.00458802513206536,-0.00491589146420034
65.325179,141,133,407.441806892807,230.553360219411,-0.999395972548272,0.0347518352651158,-0.112945489968796
65.375179,141,133,407.173206210079,230.267524402251,-0.99981406036585,0.0192832750006971,-0.0761441505329023
65.425179,141,133,406.843162856262,230.13703867561,-0.999975887414545,0.00694439266550982,0.0391829893921658
65.475179,141,133,406.717237354167,230.229393783944,-0.999962155035681,0.0086999135856342,-0.00723324144742113
65.625179,141,133,406.293686116662,230.550639282957,-0.999514502530235,0.0311570093516253,-0.0473590390340731
65.675179,141,133,406.025820978973,230.323471681888,-0.999992610247168,-0.00384440516290959,-0.0765481581004918
65.725179,141,133,405.784011359344,230.207652336966,-0.999931369093693,-0.0117156776335348,-0.0410600905822181
65.925179,141,133,404.645469474836,230.13543891439,-0.999869169615641,-0.0161754026882756,0.34157193942468
65.975179,141,133,404.416721429938,229.953318321833,-0.999861090290953,-0.0166673369854642,0.383513597801325
63.325179,142,134,431.057178652206,250.123471196984,-0.941199698823371,-0.337850746535797,-0.0639991295097186
63.375179,142,134,430.97708277589,250.03973507151,-0.992189709413505,-0.124738047659665,0.207428213151009
63.675179,142,134,430.008382049961,249.594512236632,-0.997402088081967,-0.072035232280687,0.224907865990228
63.725179,142,134,429.910865804512,248.997929013161,-0.997402088081967,-0.072035232280687,0.182849787138646
63.975179,142,134,429.021032775394,249.051326329003,-0.966044098280248,-0.25837724392427,-0.0712667227913613
64.025179,142,134,428.947709180754,248.592978072194,-0.999501196147302,-0.0315809895366297,0.0747750301331436
64.225179,142,134,428.267089739583,247.950724812243,-0.999333053383709,-0.0365164129508065,0.00158872013231291
64.275179,142,134,428.145964908008,247.7869453676,-0.999563963987684,-0.029527646320485,-0.068041423703708
64.325179,142,134,427.963903510401,247.335255895604,-0.999871796114378,-0.0160122245490138,-0.075867596183839
64.525179,142,134,427.179679470028,246.400831216029,-0.998253751825545,0.0590715410855577,-0.167794547851295
64.575179,142,134,427.01804092291,246.651841188978,-0.997289596988027,0.0735762172135681,-0.205526450858157
64.725179,142,134,426.633316113016,246.254791813733,-0.994730143204719,0.102527763068931,-0.494167124313211
64.775179,142,134,426.203431913843,246.271448940634,-0.999999911575396,0.000420534421895209,-0.157275990924618
64.825179,142,134,425.93727880316,246.397937023342,-0.999883863750822,-0.0152400462836513,-0.0869059404763567
64.975179,142,134,425.316414863312,246.151361246856,-0.998680622537181,0.0513518662635351,-0.176511370744115
65.025179,142,134,424.764631766476,246.359978223316,0.999931100508126,-0.0117385789859427,-0.205341899070394
65.075179,142,134,424.635251201891,246.388817916163,0.999848199193865,-0.0174235062138693,-0.11369830117624
65.225179,142,134,423.693405765958,246.965473979171,-0.998995020175177,-0.0448213081602695,0.415202460338436
65.275179,142,134,423.774986833035,247.378644314283,-0.999593963388776,-0.0284940056278052,0.0970450936734982
65.325179,142,134,423.526461690438,247.393720984735,-0.999884972033803,-0.01516715863179,0.125629225576629
65.425179,142,134,423.360190590013,247.99602835528,-0.998341889369993,-0.0575627651277522,-0.212018233248729
65.475179,142,134,423.045193368023,248.106823262938,-0.999548229513948,-0.0300555631378322,-0.100517148942936
65.525179,142,134,422.725429706655,247.921661547028,-0.999898012853648,-0.0142815927447114,0.0113326588466548
65.575179,142,134,422.776332584058,247.522051420184,-0.999356103059195,-0.035880067981245,-0.277393819794277
65.675179,142,134,422.263151559547,247.46798336773,-0.999018101330461,-0.0443038735787309,-0.232365579490707
65.725179,142,134,421.90268565948,247.296561346877,-0.999723228805665,-0.0235258535737837,-0.0888013490372451
65.775179,142,134,421.481217916529,247.21150924319,-0.993956163092991,-0.1097777110777,0.062353833909383
65.925179,142,134,420.484656169092,247.266239251583,-0.997208864776276,-0.0746624404343361,0.353619027909933
65.975179,142,134,420.26374174364,246.973668101139,-0.999137871479733,-0.0415152234120069,0.365736656080633
63.325179,143,135,412.978192358072,254.114683296915,-0.988373849515403,-0.152043196474235,0.145819714610407
63.725179,143,135,411.904531255084,253.215047070375,0.326095646665381,-0.945336780848966,-1.14823720473679
64.025179,143,135,410.958271350579,252.852283215053,-0.764223389963221,-0.644951634026244,-0.28586840796561
64.075179,143,135,410.83908215814,252.649369390296,-0.77783633689778,-0.628466890934951,-0.183011521774742
64.125179,143,135,410.795829680216,252.559925568867,-0.685902907014921,-0.727693068641223,-0.320575068025907
